"doi","doi_raw","source","date","title","abstract_text","abstract_available","linked_project_available","raw_id","matched_query_term","prefilter_pass","title_match","abstract_match","ema_exclusive","triage_status","triage_model","triage_prompt_version","triage_timestamp","relevant_esm","empirical_study","data_openly_available","data_access_route","priority","confidence","reason","raw_model_response","error_message"
,,"osf_psyarxiv","2026-08-10","Evidence on the validity, reliability and usability of active and passive sensing of cognition for use in ambulatory studies: A systematic scoping review","Cognitive functions are traditionally measured as trait-like constructs in highly controlled lab settings using paper-based or computerized tasks. Growing emphasis on ecological validity and the increasing use of ecological momentary assessment (EMA) have shifted research focus towards repeated or continuous assessment of cognitive states in daily life. This includes cognitive tasks or questions delivered via mobile devices (active sensing), and objective indicators such as keystroke dynamics derived from smartphone sensors (passive sensing). However, the psychometric properties and usability of these approaches have not yet been established systematically. This scoping review evaluated the evidence on validity, reliability and usability of cognitive assessments for use in ambulatory research. In total, 88 studies were included, with most examining active cognitive sensing (n = 72) and fewer studies on passive sensing (n = 13) or both (n = 3). Among active cognitive assessments, processing speed tasks demonstrated the most consistent and robust psychometric evidence on mobile devices relative to other cognitive domains. Keystroke dynamics, among other passive sensing features, showed consistent initial associations with processing speed measures, and some evidence to distinguish between clinical and non-clinical groups. Despite these promising findings, only a few studies explicitly assessed between- and within-person reliability within EMA settings. Usability outcomes were generally positive across studies but less frequently investigated than validity and reliability. Future research should develop and adopt standardized approaches to evaluate mobile-based cognitive assessments. Eventually such measures will enable research on cognitive fluctuations and their dynamic relationships with stress, behavior and health in real-world contexts.",TRUE,FALSE,"4r3jm_v3",,TRUE,FALSE,TRUE,FALSE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:17:05 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Scoping review, not original empirical ESM/EMA data collection or dataset description.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1, ""reason"": ""Scoping review, not original empirical ESM/EMA data collection or dataset description."" }",
,,"osf_psyarxiv","2026-08-10","Daily life stress measurement strategies: A scoping review","Aim. This scoping review of daily momentary stress measurement studies synthesizes a booming but fragmented field of stress research and introduces the stress MEasurement StrategieS (StressMess) database.
Methods. Systematic searches in Web of Science, MEDLINE, and PsycINFO identified studies of (a) stress and psychopathology (e.g., anxiety/depression) using (b) time series or ambulatory assessment designs where (c) stress was measured at least daily on two consecutive days. 
Results. We identified 12,846 articles and included 721 studies into the StressMess database, of which half in the past five years, typically with larger samples and more frequent measurements than older studies. Most participants were young adults (aged 18-24, M=67% women), from general populations in the US (55%), Germany (7%), and the Netherlands (5%). Stress was often operationalized as a stressor (27%) or stress response to adverse events (33%), and measured as characteristics of events (e.g., type, frequency, predictability, stressfulness, unpleasantness), or general momentaneous or daily stress score (27%), or as stress response via emotions (5%), or physiology (&lt;1%). Some studies (13%) used multiple stress operationalizations. 
Conclusion. Stress is currently not a useful scientific concept because of the large heterogeneity in definitions, terminology, measurement strategies (instruments), and study design. We provide directions to improve conceptualizations and design for future studies focusing on measuring stress. The StressMess database is open source (www.stressmess.nl) to improve the understanding, prevention, and treatment of adverse (mental) health effects of stress. Stress measurement influences what stress research can identify and thereby clinical practice.",TRUE,TRUE,"k2x56_v3",,TRUE,FALSE,TRUE,FALSE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:17:08 CEST",TRUE,FALSE,TRUE,"open","high",1,"Scoping review introduces the StressMess database of ESM/EMA stress studies and explicitly states the database is open source (www.stressmess.nl).","{ ""relevant_esm"": true, ""empirical_study"": false, ""data_openly_available"": true, ""data_access_route"": ""open"", ""priority"": ""high"", ""confidence"": 1.0, ""reason"": ""Scoping review introduces the StressMess database of ESM/EMA stress studies and explicitly states the database is open source (www.stressmess.nl)."" }",
,,"osf_psyarxiv","2026-08-10","A recipe for an ESM study: An illustrative example of a comprehensive design","Despite their wide application, designing Experience Sampling Method (ESM) studies remains challenging partly due to complex and interdependent methodological decisions, such as sampling schedules, response formats, and technological platforms. The existing literature provides valuable frameworks but often mentions methodological options without concrete examples; this article aims to bridge this gap in practical guidance. Informed by the existing ESM literature, we illustrate our decision-making process while designing an ESM study on the temporal associations between momentary life meaning, eating disorder symptoms, and negative affect. While grounded in our specific research questions, this paper provides practical guidelines on how to decide among various methodological options for researchers across psychological fields. We outline key decisions, practical considerations, and challenges encountered during the study’s development. Our paper provides a practical checklist to support researchers in designing ESM studies from scratch and in reporting essential aspects in their manuscripts, promoting transparency and replicability. By illustrating a real-life example of setting up our own study, we aim to guide researchers in navigating the complexities of ESM design.",TRUE,TRUE,"auyv4_v2",,TRUE,FALSE,TRUE,FALSE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:17:11 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Methodological tutorial without original data collection or reusable dataset.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1, ""reason"": ""Methodological tutorial without original data collection or reusable dataset."" }",
"10.17605/osf.io/5upe3","https://doi.org/10.17605/osf.io/5upe3","openalex","2026-08-09","Trait and State Emotional Granularity: Personality Correlates and Momentary Dynamics in Adolescents","This study investigates emotional granularity (EG) — the ability to differentiate discrete emotional states — separately for positive (PEG) and negative (NEG) affect, and at two levels of analysis: trait (a single person-level aggregate across the study period) and state (momentary, EMA-derived fluctuations within a person over time). The purpose is twofold: first, to test established and theory-driven predictions about how trait EG relates to personality; second, to extend EG research into the state level and explore the construct of state emotional granularity, which remains largely unexplored in the literature. At the trait level, the study examines Big Five personality correlates of EG. It directly replicates and extends prior work (Erbas et al., 2014) by testing whether trait negative EG is positively associated with ego resilience and negatively associated with neuroticism, now using a richer EMA-derived measure rather than a small fixed set of emotion terms. It also explores, on a more tentative basis, whether trait positive EG relates to ego resilience, openness to experience, and neuroticism, drawing on broaden-and-build theory. A further exploratory aim examines how trait EG (both valences) relates to affect dynamics indices such as emotional instability and inertia, to map how EG sits relative to other measures of emotional patterning. At the state level, the study tests whether having a test — treated as an ecologically valid acute stressor for adolescents — predicts lower momentary negative EG on that day, extending prior daily-diary findings to a within-person, day-level test. Beyond this, the study explores the temporal stability of state EG (via mean square successive difference and autocorrelation) and examines whether positive and negative EG behave as distinct constructs at the momentary level, comparing their trends over time and their within-person correlation. A key preliminary observation motivating this last analysis is that the person-specific correlation between momentary positive and negative EG varies across individuals, suggesting that a single population-level PEG–NEG relationship may not adequately describe individual experience. Expected outcomes include: (1) confirmatory evidence on whether trait negative EG relates to ego resilience and neuroticism as predicted, addressing a previously marginal replication; (2) exploratory evidence on trait positive EG's personality correlates; and (3) new descriptive findings on how EG behaves as a fluctuating state-level construct, including its stability over time and the individual variability in how positive and negative EG relate to one another within a person. Because state-level EG research is nascent, the state-level findings are intended primarily to generate hypotheses and inform the design of future confirmatory studies, including potential follow-up work treating individual differences in PEG–NEG within-person correlations as an outcome predicted by trait variables such as psychopathology status, neuroticism, or mindfulness.",TRUE,FALSE,"https://openalex.org/W7202130780","daily diary",TRUE,FALSE,TRUE,TRUE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:17:14 CEST",TRUE,TRUE,FALSE,"unclear","medium",0.9,"The study explicitly uses EMA-derived momentary data to explore emotional granularity at trait and state levels, indicating original human-subject research with repeated measurements. However, the metadata does not explicitly state that the data are openly available or provide a clear access route.","{ ""relevant_esm"": true, ""empirical_study"": true, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""medium"", ""confidence"": 0.9, ""reason"": ""The study explicitly uses EMA-derived momentary data to explore emotional granularity at trait and state levels, indicating original human-subject research with repeated measurements. However, the metadata does not explicitly state that the data are openly available or provide a clear access route."" }",
"10.31234/osf.io/z54j6_v1","https://doi.org/10.31234/osf.io/z54j6_v1","openalex","2026-08-09","Which Symptom Leads Depends on the Person","Early identification of psychological deterioration is often framed around finding a symptom sequence that generalizes across people: if some symptoms reliably precede others, a monitoring system could flag those earlier-moving symptoms before overall state has clearly worsened. We test this framing using a public intensive longitudinal EMA dataset of 40 individuals with generalized anxiety disorder or major depressive disorder, and find it does not hold. A group-averaged lead-lag ranking across 21 symptoms suggests positive affect, worry, and tension precede others, while depressed mood lags; computed separately per individual, direction is statistically indistinguishable from chance for every symptom (binomial tests, all p &amp;gt; .25). A noise-calibrated null model, using a moving block bootstrap to preserve temporal dependence, shows this disagreement exceeds what estimation error alone predicts for tension and depressed mood (p = .0014 and p &amp;lt; .001, Holm-adjusted p = .0042 and p = .0012), a pattern stable across a range of block lengths, though not for positive affect or worry (p = .254 and p = .051), consistent with genuine heterogeneity in two of four symptoms rather than insufficient power at N = 40. Mood inertia, by contrast, is consistent within individuals (82.5% individually significant), showing this washout is specific to sequence, not a general failure to detect structure. We report a secondary forecasting test that is directionally suggestive but not confirmed. These findings challenge a common assumption in psychopathology research: that population-level symptom dynamics generalize to individuals. Not every apparently coherent aggregate symptom direction reflects genuine heterogeneity, but some do, and these cannot be explained by estimation noise alone.",TRUE,FALSE,"https://openalex.org/W7202044407","intensive longitudinal",TRUE,FALSE,TRUE,FALSE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:17:17 CEST",TRUE,TRUE,TRUE,"open","high",1,"Abstract explicitly states use of a public intensive longitudinal EMA dataset with 40 individuals, indicating reusable human-subject ESM/EMA data.","{ ""relevant_esm"": true, ""empirical_study"": true, ""data_openly_available"": true, ""data_access_route"": ""open"", ""priority"": ""high"", ""confidence"": 1, ""reason"": ""Abstract explicitly states use of a public intensive longitudinal EMA dataset with 40 individuals, indicating reusable human-subject ESM/EMA data."" }",
"10.5281/zenodo.21840325","https://doi.org/10.5281/zenodo.21840325","openalex","2026-08-09","Methodological Perspectives and Pharmacodynamic Considerations in mRNA-LNP Platform Evaluation: A Socratic Compendium of Unresolved Pathophysiological Open Questions by the Vascular Pharmacodynamic and Autoimmunity Research Core Group (VPARCG)","Methodische Perspektiven und pharmakodynamische Überlegungen bei der Evaluierung von mRNA-LNP-Plattformen: Ein sokratisches Kompendium ungelöster pathophysiologischer offener Fragen der Vascular Pharmacodynamic and Autoimmunity Research Core Group (VPARCG) Autor: Vascular Pharmacodynamic and Autoimmunity Research Core Group (VPARCG)Digital Object Identifier (DOI): 10.5281/zenodo.21840325Schlüsselwörter: mRNA-Plattform-Pharmakokinetik, Lipid-Nanopartikel, Endothelitis, Self-Controlled Case Series, ICH-GCP-Konformität, vaskuläre Sicherheit, Simoa-Antigenpersistenz Abstract Nach fast sechs Jahren des weltweiten Einsatzes von Lipid-Nanopartikel (LNP)-verkapselten Messenger-RNA (mRNA)-Plattformen bleiben selbst für medizinische Fachkräfte, die seit Jahrzehnten in diesem Bereich tätig sind, offene Fragen bestehen – beispielsweise, ob erhebliche Lücken zwischen der Übertragung struktureller molekularer Pharmakokinetik-/Pharmakodynamik-Daten von Tier- auf Menschenmodelle und proaktiven klinischen Überwachungsmethoden bestehen, während gleichzeitig bekannt ist, dass diese Immunisierungstechnik von einer völlig anderen Art ist als die von konventionellen Impfstoffen genutzte Technologie. Sie wurde unter Notfallbedingungen entwickelt, wodurch Parameter bezüglich Arzneimittelwechselwirkungen, langfristiger Karzinogenität und neuartiger Lipid-Gewebetoxizität im Rahmen der ursprünglichen Zulassung strukturell für die Post-Marketing-Evaluierung im beschleunigten Verfahren vorgesehen waren. Unter Berufung auf historische Präzedenzfälle fordert die Contergan-Lehre eine proaktive toxikologische Validierung, während das Kortikosteroid-Paradigma vor unüberwachtem, latentem Gewebeabbau warnt. Das offizielle WHO-Rahmenwerk stellt fest, dass da mRNA-LNP-Konstrukte eine völlig neue Technologieklasse darstellen, mehrere mechanistische Fragen offenbleiben, die eine kontinuierliche Datenüberwachung und proaktive Sicherheitsbewertungen rechtfertigen. Diese Fragen müssen daher beantwortet werden. Neben diesen Fragestellungen skizziert dieses VPARCG-Papier 80 miteinander verknüpfte, nicht evaluierte pathophysiologische und methodische Fragen zu mRNA-Formulierungen der ersten und zweiten Generation (einschließlich COVID-19-, RSV- und saisonaler Influenza-Konstrukte [INF]). Indem die VPARCG diese als offene wissenschaftliche Fragen formuliert, versucht sie – basierend auf drei Jahrzehnten klinischer Erfahrung in der Immunologie/Rheumatologie und klinischen Epidemiologie –, Regulierungsbehörden und Herstellern einen systematischen Fahrplan an die Hand zu geben, um durch objektive, vom Menschen abgeleitete Daten in der Post-Marketing-Phase mehr wissenschaftliche Klarheit zu erlangen. 1. Einleitung: Die Notwendigkeit epistemischer Klarheit Die kontinuierliche Weiterentwicklung der modernen Medizin basiert auf einem transparenten, produktiven Dialog zwischen präklinischen Modellen, klinischer Praxis und regulatorischer Aufsicht. Nach sechs Jahren weltweiter Erfahrung mit Lipid-Nanopartikel (LNP)-verkapselten mRNA-Plattformen (einschließlich COVID-19-, RSV- und Influenza-Formulierungen) teilen Regulierungsbehörden und Gesetzgeber eine entscheidende Aufgabe: das Vertrauen der Öffentlichkeit durch die Erfassung fortgeschrittener, vom Menschen abgeleiteter Post-Marketing-Sicherheitsdaten zu stärken. Dieses Memorandum ist ausdrücklich keine Anklage gegen vergangene regulatorische Maßnahmen. Stattdessen dient es als vorgeschlagene konstruktive Ressource und wissenschaftlicher Kompass, basierend auf langjähriger klinischer Expertenmeinung. Es zielt darauf ab, eine kollaborative Brücke zu bauen (z. B. für die Vereinigten Staaten: zwischen der Food and Drug Administration (FDA/CBER) und den gesetzgebenden Ausschüssen des US-Kongresses (Senat und Repräsentantenhaus), der aktuellen Führung im Gesundheitswesen unter Robert F. Kennedy Jr. und führenden Regulierungsexperten wie FDA Chefetage, sowie für alle anderen Länder). Das Ziel ist die Etablierung einer gemeinsamen Forschungsagenda, die innovative Technologien mit dem Grundprinzip des primum non nocere harmonisiert. Darüber hinaus ist diese Initiative als fortlaufendes, lebendes Projekt konzipiert, das in den kommenden Jahren über den Zenodo-Server des CERN unter der permanenten Concept-DOI (siehe oben) kontinuierlich aktualisiert wird. Der Eckpfeiler der evidenzbasierten Medizin beruht auf dem kontinuierlichen Abgleich präklinischer Modelle mit realen klinischen Beobachtungen. In den vergangenen sechs Jahren hat die rasche Übertragung der mRNA-LNP-Plattform von einer experimentellen Modalität zu einem grundlegenden Werkzeug der öffentlichen Gesundheit die Landschaft der Präventivmedizin verändert. Doch trotz umfangreicher statistischer Daten zu makrovaskulären klinischen Endpunkten bleiben mehrere zentrale mechanistische und methodische Fragen im öffentlichen Konsens und in der regulatorischen Dokumentation unberücksichtigt. Medizinische Fachkräfte sind durch die Prinzipien des primum non nocere verpflichtet, die biologische Plausibilität massenhaft angewandter Therapeutika kontinuierlich zu überprüfen. Um diesen laufenden wissenschaftlichen Dialog zu unterstützen, formalisiert dieses Memorandum einen strukturierten Katalog grundlegender Fragen zur systematischen Evaluierung und Klärung durch Regulierungsbehörden (wie die FDA und EMA) und die pharmazeutische Industrie in den kommenden Jahren. Nur durch vom Menschen abgeleitete, objektive kinetische Daten können echte wissenschaftliche Klarheit und ein robustes öffentliches Vertrauen erreicht werden. Letztlich dient dieser Rahmen dazu, die definitive Frage zu beantworten, die medizinische Fachkräfte derzeit stellen: Ist eine breite Massenanwendung dieser neu eingeführten, nicht vollständig charakterisierten Plattformtechnologie medizinisch indiziert, oder sollte ihr Einsatz strikt auf Notfallzulassungskontexte angesichts akuter Bedrohungen von pandemischem Ausmaß, äquivalent zum Auftreten von COVID-19, beschränkt bleiben? 2. Das Präventionsprinzip: Endotheliale Perspektiven innerhalb eines multidimensionalen regulatorischen Bouquets Um eine transparente Ausgangsbasis für die langfristige Sicherheit zu schaffen, führt die VPARCG das Standardparadigma des präventiven Handelns, beispielsweise aus der Gefäßmedizin, als primären Maßstab innerhalb eines multidimensionalen regulatorischen Bouquets der Organüberwachung ein (das von mehreren anderen Organisationen unter Bezugnahme auf unser Memorandum als Beispiel aufgegriffen werden könnte). In der täglichen klinischen Praxis dient das Management von grenzwertigem systolischem Blutdruck (z. B. 140/90 mmHg) und das LDL-Screening dazu, die empfindliche Innenauskleidung der Blutgefäße (das Endothel) vor kumulativen, stummen Mikroschäden zu schützen. Dieses proaktive Rahmenwerk greift, bevor sichtbare Symptome auftreten, mit dem alleinigen Ziel, den menschlichen Gefäßbaum zu bewahren. Bei der Evaluierung der systemischen Bioverteilung und der Multi-Passage-Perfusion von mRNA-LNP-Formulierungen bietet diese etablierte präventive Logik eine wertvolle Perspektive für translationale Sicherheitsmodelle. Die Erhaltung der endothelialen Gesundheit repräsentiert jedoch nur eine spezifische Facette innerhalb eines breiteren, multidimensionalen Bouquets von Forschungsparametern, die kollaborativ evaluiert werden können. Um eine umfassende Plattformcharakterisierung in der Post-Autorisierungsphase zu erreichen, schlägt diese gemeinsame Agenda eine gemeinsame Untersuchung der folgenden miteinander verknüpften Säulen vor: Die pharmakokinetische Säule: Korrelation präklinischer lokaler Deponierungsmodelle [2] mit Humandaten bezüglich der systemischen LNP-Zirkulation, der Multi-Passage-Gefäßexposition und der Clearance in tiefen Gewenben. Die biochemische und kinetische Säule: Überwachung der intrazellulären Langlebigkeit modifizierter, pseudouridinierter synthetischer mRNA-Stränge und der potenziellen longitudinalen Gewebepersistenz translatierter Antigene über ultrasensitive Diagnostik, einschließlich Single-Molecule-Array (Simoa)-Assays, massenspektrometrischer Quantifizierungen [4] und Protokollen zur extremen biologischen Haltbarkeit. Die immunologische und regenerative Säule: Beobachtung der geringgradigen zellulären Interaktionen zwischen Antigen-präsentierenden endothelialen Wirtszellen und CD8⁺-T-Lymphozyten, zusammen mit der Verfolgung der regenerativen Dynamik endothelialer Vorläuferzellen (EPCs) über verschiedene Demografien hinweg, unter spezifischer Einbeziehung bioptisch oder autoptisch verifizierter vaskulärer Entzündungsprofile. Die toxikologische und Interaktivitäts-Säule: Ergänzung des prä-licensure Rahmenwerks durch Post-Marketing-Evaluierungen potenzieller Arzneimittelwechselwirkungen (DDI) mit chronischen Therapien in polymorbiden Kohorten, langfristige Karzinogenitäts-/Genotoxizitätsbewertungen und neuartige Lipid-Gewebesicherheitsprofile. Die methodische und statistische Säule: Kalibrierung von Überwachungsdesigns – wie der Self-Controlled Case Series (SCCS)-Methode [10] –, um potenzielle Kontaminationen der Baseline durch eine verlängerte Antigenpräsenz [3, 4] zu berücksichtigen, bei gleichzeitiger Integration aktiver Biomarker-Protokolle (z. B. serielle hs-Troponin- und D-Aktivitäts-Verfolgung, sVCAM-1, sICAM-1, Endothelin) in die Sicherheitsüberwachung. Die gesundheitsökonomische und strukturelle Säule durch proaktive regulatorische Überlegungen: Analyse makroökonomischer Wirkungsmodelle, um sicherzustellen, dass die Einführung hochpreisiger Plattformen mit der langfristigen Nachhaltigkeit der Ressourcen im Gesundheitswesen und verifizierbaren klinischen Wirksamkeitsendpunkten übereinstimmt. Es ist rechtlich anerkannt, dass Zulassungsbehörden wie die FDA/CBER kein gesetzliches Mandat besitzen, Arzneimittel- oder Impfstoffkandidaten basierend auf gesundheitsökonomischen Bewertungen abzulehnen; diese strukturelle Grenze hindert diese Behörden jedoch nicht daran, makroökonomisch",TRUE,FALSE,"https://openalex.org/W7201982481","ema",TRUE,FALSE,TRUE,TRUE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:17:20 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Non-human-subject methodological commentary on mRNA-LNP platforms; no ESM/EMA data collection or reusable dataset described.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1.0, ""reason"": ""Non-human-subject methodological commentary on mRNA-LNP platforms; no ESM/EMA data collection or reusable dataset described."" }",
"10.5281/zenodo.21854154","https://doi.org/10.5281/zenodo.21854154","openalex","2026-08-09","The Chameleon Neuron: Emergent Retention, Transmutation, and Abstention in a Continual-Learning Organism","We present the Chameleon Neuron, a continual-learning organism whose unit is a low-rankstem neuron with epigenetic marks and a context meta-selector, organized as a dynamicpopulation that grows by neurogenesis, specializes into niches, and consolidates offline.Rather than treating forgetting, domain adaptation and out-of-distribution (OOD) detectionas separate problems, we show that three capabilities coexist on one substrate, withoutbinary masks and without replay: retention (not forgetting), transmutation (classifyingknown-but-corrupted inputs), and abstention (rejecting true OOD). We validate onSplit-CIFAR-100 over frozen ResNet-18 features (5 seeds) and, unusually, audit our ownclaims adversarially, reporting what survives and what does not. We do not claim per-axissupremacy: retention matches PackNet at the reported size (BWT -0.00 +/- 0.16%, 85.10 +/-0.43%), but at matched parameters PackNet and EWC pull ahead, and a learned L2P-stylerouter beats our task-free routing (55.8% vs 38.6% Class-IL) with 1/26 of the parameters.One robustness result turns a principle into a method: signal decoupling. A decoupledlearned gate combining distance and energy is the only detector strong on both far- andnear-OOD (0.99 far, 0.83 SVHN), where distance collapses on near-OOD and energy is weak onfar-OOD; the contribution is insurance against regime collapse, not an accuracy win. Theaudit methodology is itself a contribution: it exposed and made us fix an abstention gatecalibrated on the test set, and routing inflated by homogeneous batches plus an EMA-scalebug (honest per-sample routing 36% -> 44.6%). Every number that survived bad faith isreported as such; every one that did not, we fixed or retired.",TRUE,FALSE,"https://openalex.org/W7201998346","ema",TRUE,FALSE,TRUE,TRUE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:17:23 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Non-human-behavior topic (machine learning/continual learning) with no ESM/EMA relevance.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1.0, ""reason"": ""Non-human-behavior topic (machine learning/continual learning) with no ESM/EMA relevance."" }",
"10.5281/zenodo.21856379","https://doi.org/10.5281/zenodo.21856379","openalex","2026-08-09","The Chameleon Neuron: Emergent Retention, Transmutation, and Abstention in a Continual-Learning Organism","We present the Chameleon Neuron, a continual-learning organism whose unit is a low-rankstem neuron with epigenetic marks and a context meta-selector, organized as a dynamicpopulation that grows by neurogenesis, specializes into niches, and consolidates offline.Rather than treating forgetting, domain adaptation and out-of-distribution (OOD) detectionas separate problems, we show that three capabilities coexist on one substrate, withoutbinary masks and without replay: retention (not forgetting), transmutation (classifyingknown-but-corrupted inputs), and abstention (rejecting true OOD). We validate onSplit-CIFAR-100 over frozen ResNet-18 features (5 seeds) and, unusually, audit our ownclaims adversarially, reporting what survives and what does not. We do not claim per-axissupremacy: retention matches PackNet at the reported size (BWT -0.00 +/- 0.16%, 85.10 +/-0.43%), but at matched parameters PackNet and EWC pull ahead, and a learned L2P-stylerouter beats our task-free routing (55.8% vs 38.6% Class-IL) with 1/26 of the parameters.One robustness result turns a principle into a method: signal decoupling. A decoupledlearned gate combining distance and energy is the only detector strong on both far- andnear-OOD (0.99 far, 0.83 SVHN), where distance collapses on near-OOD and energy is weak onfar-OOD; the contribution is insurance against regime collapse, not an accuracy win. Theaudit methodology is itself a contribution: it exposed and made us fix an abstention gatecalibrated on the test set, and routing inflated by homogeneous batches plus an EMA-scalebug (honest per-sample routing 36% -> 44.6%). Every number that survived bad faith isreported as such; every one that did not, we fixed or retired.",TRUE,FALSE,"https://openalex.org/W7202046300","ema",TRUE,FALSE,TRUE,TRUE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:17:26 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Non-human-subject research (machine learning/continual learning) with no ESM/EMA relevance.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1.0, ""reason"": ""Non-human-subject research (machine learning/continual learning) with no ESM/EMA relevance."" }",
"10.5281/zenodo.21856444","https://doi.org/10.5281/zenodo.21856444","openalex","2026-08-09","Beyond Pain Scores: A Mixed-Methods Framework for Studying Medical Cannabis Outcomes","Medical cannabis outcomes cannot be adequately characterized by symptom scores alone. This methodological framework proposes a longitudinal convergent mixed-methods design in which quantitative and qualitative data are collected repeatedly over the same period and intentionally integrated. Quantitative measurement emphasizes precise characterization of THC/CBD exposure, validated symptom and function measures, medication burden, adverse effects, and ecological momentary assessment. Qualitative inquiry examines the functional and personal meaning of change, treatment decisions, and experiences that conventional instruments may fail to capture. Purposeful maximum-variation and negative-case sampling are proposed to interrogate divergent outcome trajectories, while joint displays support integrated interpretation. The framework is intended to strengthen validity, reliability, trustworthiness, and clinically meaningful inference in medical cannabis research.",TRUE,FALSE,"https://openalex.org/W7202027695","experience sampling",TRUE,FALSE,TRUE,FALSE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:17:29 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Proposes a methodological framework (not original data collection) and does not describe a reusable ESM/EMA dataset.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1, ""reason"": ""Proposes a methodological framework (not original data collection) and does not describe a reusable ESM/EMA dataset."" }",
"10.5281/zenodo.21856445","https://doi.org/10.5281/zenodo.21856445","openalex","2026-08-09","Beyond Pain Scores: A Mixed-Methods Framework for Studying Medical Cannabis Outcomes","Medical cannabis outcomes cannot be adequately characterized by symptom scores alone. This methodological framework proposes a longitudinal convergent mixed-methods design in which quantitative and qualitative data are collected repeatedly over the same period and intentionally integrated. Quantitative measurement emphasizes precise characterization of THC/CBD exposure, validated symptom and function measures, medication burden, adverse effects, and ecological momentary assessment. Qualitative inquiry examines the functional and personal meaning of change, treatment decisions, and experiences that conventional instruments may fail to capture. Purposeful maximum-variation and negative-case sampling are proposed to interrogate divergent outcome trajectories, while joint displays support integrated interpretation. The framework is intended to strengthen validity, reliability, trustworthiness, and clinically meaningful inference in medical cannabis research.",TRUE,FALSE,"https://openalex.org/W7202029130","experience sampling",TRUE,FALSE,TRUE,FALSE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:17:31 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Proposes a methodological framework (not original data collection) and does not describe a reusable ESM/EMA dataset.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1, ""reason"": ""Proposes a methodological framework (not original data collection) and does not describe a reusable ESM/EMA dataset."" }",
